,dates,TRAT_1,TRAT_2,TRAT_3,TRAT_4,TRAT_5,TRAT_6,TRAT_7,TRAT_8,TRAT_9,TRAT_10
0,1984-04-17 10:41:41+00:00,149.102407355428,,,,,,,165.164977595316,131.685929255152,66.9672703600592
1,1984-05-03 10:41:43+00:00,,,193.670516939975,226.711670603692,,,,170.525178903551,131.419843215556,74.9234578493879
2,1984-07-06 10:43:04+00:00,155.975337618016,211.780687387519,197.429275526239,219.10179928234,244.48605561638,,,170.390822545144,126.253034023626,75.9573930472655
3,1984-07-22 10:43:28+00:00,,,,,,,,,,
4,1984-08-07 10:44:02+00:00,,,,,,,,,,
5,1984-09-08 10:44:36+00:00,,,,,,,,,,
6,1984-09-24 10:44:38+00:00,160.843755263867,228.134645182188,203.684887984009,228.374487224912,255.15212326473,,,174.789411279649,132.462112096991,78.1873364773841
7,1984-12-29 10:44:44+00:00,159.638104914415,223.403135379089,198.451651526484,212.795810053043,246.970446639444,,,160.317011873337,133.842968326637,63.9023504413189
8,1985-01-30 10:44:55+00:00,158.748176696318,220.97813647591,193.824348589007,216.840885624576,247.108868338429,,,153.135722608243,119.061624330998,46.8162849037874
9,1985-05-22 10:44:38+00:00,,,,,,,,,,
10,1985-06-07 10:44:37+00:00,,,,,,,,176.660566174372,127.53384538423,71.0194377912631
11,1985-07-09 10:44:29+00:00,166.031168947608,230.297639228476,207.641216343879,226.468720907199,,,,184.153431727298,134.812051691506,80.5492112392176
12,1985-08-26 10:44:03+00:00,,,,,,,,,,
13,1985-09-27 10:43:40+00:00,,,,,,,,,,
14,1985-10-29 10:43:18+00:00,,,,,,259.337247768332,,159.191827018243,110.386398363955,49.5286869857513
15,1985-11-14 10:43:03+00:00,167.053579086266,239.478769146784,219.761031230355,237.040889366962,257.462872892184,,,179.722955735826,138.167306514294,72.6089254446836
16,1986-02-02 10:41:30+00:00,159.474004962109,227.759858875998,206.20227474046,225.516043596597,235.547034809214,,,167.277011562943,103.403794707454,51.5138720470831
17,1986-02-18 10:41:07+00:00,,,,211.216361496276,236.57389188898,,,142.098810377962,106.198834679184,34.2389352972035
18,1986-04-07 10:40:07+00:00,163.156325105292,,,,256.260096689449,,,,121.445278147495,66.7049808144556
19,1986-05-25 10:38:54+00:00,169.729252472653,242.861454633904,,,,,,,,
20,1986-10-16 10:34:04+00:00,,,,,,,,,,
21,1986-11-01 10:33:30+00:00,165.947931782855,233.547743613326,215.052461793135,234.072307290573,241.56623682587,,,168.372715997441,119.046385569667,72.963135911975
22,1986-11-17 10:32:53+00:00,176.658066372761,238.483414023991,222.182426328761,232.919746111441,253.005205346313,,,167.713008028579,130.321734160843,73.9209439746373
23,1986-12-03 10:32:57+00:00,161.033292504923,231.066522828207,214.261312883848,226.21808632985,245.134121775004,,,173.489968176684,122.893214367629,72.0834185558717
24,1987-01-20 10:34:22+00:00,174.457380300721,238.48032779381,216.795974882643,226.044656591824,250.124738025812,,,172.528534539871,115.761240264625,65.5462576004282
25,1987-04-10 10:37:18+00:00,,,,,,,,159.606259495929,112.669297611426,66.9707993620322
26,1987-04-26 10:37:48+00:00,,,,,,,,,,
27,1987-05-12 10:38:15+00:00,,,,,,,,159.748450668886,117.847090810804,
28,1987-05-28 10:38:40+00:00,174.638904382649,244.244192103742,230.315157151555,237.755029427422,260.809212705559,,,,,73.8288937378042
29,1987-06-13 10:39:02+00:00,,,,,,,,,,
30,1987-06-29 10:39:23+00:00,,253.090031770506,230.432024893382,229.393362793163,253.022184415906,,,167.554909111467,,
31,1987-07-31 10:40:07+00:00,189.038796222247,249.649268958665,235.139557315636,244.536858715598,258.873924356534,,,187.579108548461,127.085922626263,87.238907206019
32,1987-08-16 10:40:35+00:00,,,,,,,,,,
33,1987-09-17 10:41:24+00:00,,,,,,,,,,
34,1987-10-03 10:41:45+00:00,157.334187594404,229.810699040241,,,,,,,,
35,1987-12-22 10:43:09+00:00,180.257959092168,248.788812837287,220.640122573922,234.33888470965,252.158978776052,,,175.446379870327,112.531589803089,
36,1988-02-24 10:44:15+00:00,159.824222803625,236.328042092224,221.213906429634,242.219582655531,244.633258390177,,,167.468858894782,112.334175932186,50.4616826397762
37,1988-03-11 10:44:24+00:00,181.599671474811,247.967948557945,240.340985067133,247.147100990006,261.837579921025,,,,132.260113315471,77.6789391703322
38,1988-04-28 10:44:41+00:00,,,,,,,,,,
39,1988-05-14 10:44:53+00:00,,,227.34498285356,235.774666765512,252.551476768729,,,172.29425881945,115.223053164665,74.0707458887766
40,1988-08-02 10:45:15+00:00,171.828669213156,251.056657125701,228.652822732237,236.889716413204,245.41265543904,,,186.705367716172,119.8445412934,66.7388473794709
41,1988-08-18 10:45:15+00:00,177.179096172527,257.474996155122,235.65566449906,242.504822243796,251.04870604837,,,,120.997371254076,
42,1988-09-03 10:45:18+00:00,179.473179523498,255.403459801672,246.313267376394,244.889428762161,256.84076082763,,,,114.784041509303,64.1084281554781
43,1988-09-19 10:45:13+00:00,,,,,,,,,,
44,1988-10-05 10:45:09+00:00,,,,,,,,,,
45,1988-10-21 10:45:02+00:00,166.398595049086,246.444558029918,233.684914265687,237.281082191785,246.087642319719,,,182.564590568437,108.685234949187,56.0238617027604
46,1988-11-22 10:45:07+00:00,168.439489032273,239.414857239762,220.293491339176,223.919818931986,245.293316519079,,,172.669935789253,102.308019679999,48.4275998793323
47,1988-12-08 10:44:57+00:00,181.748004787298,259.944752179649,233.97434195517,248.127747703388,257.624345782664,,,,127.720784909154,63.481803835887
48,1989-05-01 10:43:18+00:00,191.044992971243,,,,255.349633363893,,,182.890468293434,,
49,1989-05-17 10:42:58+00:00,,,,,,,,,,
50,1989-08-05 10:41:27+00:00,,,,,,,,,,
51,1989-08-21 10:41:05+00:00,,270.170670047951,249.596292970584,246.744995478622,254.749893253193,,,,123.164116100464,67.5737422490576
52,1989-09-06 10:40:44+00:00,182.606016838309,263.422203714259,242.46270446363,241.985863336732,258.163236253448,,,,128.746060388865,72.5012566831481
53,1989-09-22 10:40:13+00:00,183.079637733692,260.570855371068,238.056358556083,239.57841316088,255.826612572685,,,,119.502759315383,64.9563606270156
54,1989-10-08 10:40:02+00:00,,,,,,,,,,
55,1989-11-09 10:38:59+00:00,180.148489050361,249.399248159592,234.500533498392,230.580723236145,250.443776563252,,,176.313481189835,105.385959871111,54.0289064627726
56,1990-01-28 10:36:35+00:00,184.780918498408,270.848976360512,254.854336858163,253.718538213327,257.247122768364,,,,119.53409891833,63.3520639353103
57,1990-03-01 10:35:33+00:00,176.712966887936,238.14347935263,209.270445265705,241.868826033998,238.370724977035,,,,101.712058379576,49.4050590998105
58,1990-03-17 10:35:01+00:00,179.620785297997,257.979849403842,241.107927953669,246.746775985403,248.052381146153,,,,120.03416666143,62.613963417201
59,1990-04-18 10:34:45+00:00,177.623114414664,260.538314182876,242.527824455212,246.704145911745,260.638415630735,,,,131.551685410393,64.907301725236
60,1990-05-04 10:34:39+00:00,,,,,,,,,,
61,1990-06-05 10:34:42+00:00,176.684048445108,256.580211880641,235.346952910957,239.977113421647,244.700896327502,,,,110.017671427167,58.831626420988
62,1990-07-07 10:34:38+00:00,,,,,,,,,,
63,1990-07-23 10:34:34+00:00,,,,,,,,,,
64,1990-08-08 10:34:30+00:00,183.347526363547,271.548311781437,254.292991066523,248.963689827577,251.758591956936,,,,130.75424528144,70.0106390322133
65,1990-08-24 10:34:24+00:00,,,,,,,,,,
66,1990-09-09 10:34:20+00:00,,,,,,,,,116.077773641014,63.7850332826254
67,1990-09-25 10:34:16+00:00,191.542453228137,,,,,,,,,
68,1990-10-11 10:34:09+00:00,,,,,,,,,,
69,1990-11-12 10:34:02+00:00,171.738120530236,249.112327573892,239.73004924613,243.633920640454,239.742288378227,,,,106.832109841818,59.2549200788641
70,1990-11-28 10:33:47+00:00,172.916317174351,252.275055251377,234.846674764037,238.185835669882,234.324087581282,,,179.908013506785,106.117662152272,56.1199281410525
71,1991-01-15 10:34:46+00:00,196.506794279443,268.684905323423,243.150881670488,245.911386119577,244.833483059643,,,,111.143724141694,63.3167332508588
72,1991-05-07 10:36:51+00:00,193.126059404593,279.631109404916,255.206025846793,261.956985812079,254.286450091593,,,,125.769148823836,69.7208929571863
73,1991-05-23 10:37:05+00:00,,,,,,,,,,
74,1991-06-08 10:37:19+00:00,181.343426467892,270.272433633517,252.564644992586,249.411247730325,250.017968942675,,,,117.074901840515,55.4175200200989
75,1991-06-24 10:37:33+00:00,,,,248.276479721324,,,,,120.854524856853,70.0798207585032
76,1991-07-26 10:37:59+00:00,207.175621293472,284.927072169476,268.167485928406,264.464862686483,254.236373267749,,,,,
77,1991-08-11 10:38:02+00:00,203.110152993314,,,,256.843429014315,,,,134.275166756841,68.9410415984247
78,1991-12-01 10:38:56+00:00,163.276447216982,249.090584275432,227.089195303273,223.768143114525,216.665742618831,,,,,
79,1992-01-02 10:38:47+00:00,179.874802376206,258.549940032639,246.105845450618,242.936179557546,247.338181123401,,,,118.097299414381,57.705089556567
80,1992-01-18 10:38:46+00:00,187.040307315908,259.458251983005,242.820726303434,242.605654486292,237.371072750181,,,174.477022197007,105.994479667283,43.9816472976281
81,1992-02-03 10:38:48+00:00,187.802282310785,277.75252159059,257.747820184193,256.069249948925,260.376575888818,,,,124.756954217022,53.0783048192063
82,1992-02-19 10:38:39+00:00,187.867652080001,281.941177941735,257.721277812439,261.711090187708,266.437768417574,,,,134.42533414249,64.1406397366954
83,1992-03-22 10:38:41+00:00,,,,,,,,,,
84,1992-04-23 10:38:23+00:00,,,,,,,,,,
85,1992-05-09 10:38:14+00:00,,,,,,,,,,
86,1992-05-25 10:38:06+00:00,,,,,,,,,,
87,1992-06-10 10:37:57+00:00,,,,,,,,,121.113661495132,54.9555108245011
88,1992-06-26 10:37:45+00:00,,,,,,,,,,
89,1992-07-12 10:37:33+00:00,,,,,254.094149175249,,,,130.41999994701,57.8944042103685
90,1992-07-28 10:37:21+00:00,,,,,,,,,,
91,1992-08-13 10:37:07+00:00,204.088975186629,,,,,,,,137.4941133615,67.9353636721636
92,1992-09-14 10:36:38+00:00,204.714552750383,285.626072604292,,,,,,,,
93,1992-09-30 10:36:17+00:00,200.361972219826,281.774081245899,265.455298990669,260.852824537104,,,,,,
94,1992-11-17 10:35:32+00:00,,,,,,,,,117.967702684333,57.3521563826066
95,1993-02-05 10:36:23+00:00,190.733409018712,262.680726796294,252.254539755263,245.867409204133,240.401687843251,,,,124.837283981294,62.7261293726504
96,1993-02-21 10:36:28+00:00,208.980857250305,271.098479356713,255.636626397033,262.414836067672,239.256529684319,,,,129.169325227307,71.3677608020617
97,1993-04-10 10:36:48+00:00,,,,,,,,,,
98,1993-05-28 10:37:02+00:00,206.748281317117,278.575257666016,258.814500291965,259.186777300872,247.777659404484,,,,120.644247038661,63.9048544588447
99,1993-06-29 10:36:56+00:00,,,,256.328347461815,235.000009321903,,,,,
100,1993-07-15 10:36:55+00:00,,,,,,,,,,
101,1993-07-31 10:36:54+00:00,215.427244447441,,,,257.78429834113,,,,122.047476522526,
102,1993-08-16 10:36:55+00:00,202.044193755316,273.860659364617,266.955558620927,254.989705271548,245.03021952337,,,,124.447756963103,64.0833371257836
103,1993-10-03 10:36:46+00:00,,,,,,,,,133.587555429681,90.3944650798083
104,1993-10-19 10:36:40+00:00,209.666106032899,280.301494754951,275.93829869128,270.674984634216,273.240021435566,,,,,79.1091034148801
105,1993-11-04 10:36:34+00:00,207.843214217814,281.324620614212,272.674778691629,253.189354969531,254.773024924676,,,,121.860633550915,39.2630195922781
106,1994-01-23 10:35:47+00:00,213.086171493896,284.173388697148,275.452000159039,274.211235060749,258.777736220755,,,,116.802459706537,68.2203749922764
107,1994-02-08 10:35:38+00:00,206.779934903454,278.374620023362,275.622835325696,266.893505083026,250.143833372459,,,,110.443961784403,64.2278967262027
108,1994-03-12 10:35:10+00:00,215.305718150685,285.063280431612,270.075991672956,276.034551774437,241.522226227148,,,,121.694425203117,67.8268059018544
109,1994-05-15 10:34:01+00:00,,,,,244.808170564698,,,171.537100933198,109.840293675916,53.7370239119461
110,1994-05-31 10:33:45+00:00,204.331888640944,285.358683522065,275.235446533232,259.628451338744,237.607458840333,,,,126.494145283483,67.2326060672324
111,1994-06-16 10:33:25+00:00,212.97602251063,287.420221452298,268.608120297008,265.978199211468,238.260993195303,,,,127.838220442054,74.9516739550775
112,1994-07-02 10:33:01+00:00,205.584847749067,271.33070229166,269.868316791515,265.597379091638,244.44794188611,,,,128.703370580537,68.1398543640288
113,1994-08-19 10:31:44+00:00,,,,,,,,,,
114,1994-09-20 10:30:55+00:00,228.69682865069,290.726350578178,287.451724962417,273.233099566235,250.395957105088,,,,127.393328065258,79.7277271175455
115,1994-11-23 10:28:49+00:00,,281.629968116795,,293.183681545363,245.344017438372,,,,,46.4675088788873
116,1994-12-09 10:28:21+00:00,198.566301323441,273.952024649622,267.066825299154,248.984181831807,231.920812939053,,,170.750045659754,116.775864667824,54.3925055904045
117,1994-12-25 10:27:49+00:00,207.320893077949,285.767583938814,268.3165988929,266.132074120681,242.612447742502,,,,116.340007589043,69.1621144738671
118,1995-01-10 10:27:16+00:00,202.805428341835,276.201903280208,261.882898189932,258.409331298621,238.495689944829,,,,119.623609779103,67.6535701031686
119,1995-03-15 10:24:44+00:00,220.25265063674,290.516895116816,282.481482347139,270.68696425288,248.983183746709,,,,126.44083213845,73.6243616609233
120,1995-03-31 10:24:05+00:00,211.01977584234,,,,,,,,,
121,1995-06-19 10:20:31+00:00,,,,,,,,,123.774946065803,70.5460861940893
122,1995-07-05 10:19:48+00:00,,,,,,,,,,
123,1995-07-21 10:19:04+00:00,,,,,,,,,,
124,1995-08-06 10:18:20+00:00,,,,,,,,,,
125,1995-08-22 10:17:36+00:00,,,,,,,,,,
126,1995-09-07 10:16:51+00:00,,,,255.121927097222,237.180860241821,,,,122.20649950096,63.6279677579989
127,1995-09-23 10:16:03+00:00,229.101494509817,298.966809055118,297.758374261391,269.884011244415,,,,,,
128,1995-11-26 10:14:19+00:00,218.25065085426,286.495766306186,281.463026120045,264.357125038254,240.214753242778,,,,,67.0111434903503
129,1996-04-18 10:24:01+00:00,214.384455951332,300.859152077026,,279.640686052327,244.762282189511,,,,117.561480616337,76.0831487986568
130,1996-06-05 10:26:47+00:00,215.782396118897,302.161340076906,294.100262023479,277.187465707911,240.223500047486,,,,131.398432943811,71.8367052375103
131,1996-07-07 10:28:29+00:00,,,,,236.660137292833,,,187.07725269387,105.539439478955,
132,1996-07-23 10:29:20+00:00,,,,,,,,,,
133,1996-08-08 10:30:11+00:00,,,,,244.466080433051,,,,110.036016993055,68.3575825385056
134,1996-08-24 10:31:00+00:00,,,,,,,,,,
135,1996-09-09 10:31:55+00:00,,,,,,,,,120.298979164684,68.0145555776933
136,1996-10-11 10:33:37+00:00,,,,,,,,,,
137,1996-10-27 10:34:25+00:00,220.406342448001,304.398078599981,302.52602300316,274.321492612487,247.570974198036,,,,129.828532680163,73.3014832343248
138,1996-11-28 10:35:56+00:00,225.295867180221,303.597960085677,304.010158609897,275.273247604585,253.174767601124,,,,132.571068594738,73.1336913446964
139,1996-12-30 10:37:27+00:00,198.015490130163,296.230530369067,286.874247089257,259.299385784031,231.083072936419,,,,114.72759782179,55.9938303008788
140,1997-03-04 10:40:16+00:00,,,,,,,,,,
141,1997-06-08 10:43:43+00:00,,,,,233.307547666525,,,,120.913830866148,68.3142508053723
142,1997-06-24 10:44:16+00:00,,,,,,,,,,72.309422693793
143,1997-07-10 10:44:49+00:00,,,,,,,,,,
144,1997-07-26 10:45:22+00:00,,,,,,,,,,
145,1997-09-12 10:46:50+00:00,,,,254.410106469868,,,,,,
146,1997-09-28 10:47:18+00:00,204.844888162435,293.452853655615,286.318178590135,267.178640982918,230.079999977247,,,,117.667591268398,66.6016031991585
147,1997-10-14 10:47:43+00:00,208.751500170763,296.592916803642,299.000968604623,268.482057796786,238.494467186148,,,,123.068100132106,67.9288874508636
148,1997-10-30 10:48:10+00:00,216.397277978869,302.338401304388,308.708702233763,272.816261889264,243.901458134186,,,,123.822259938587,63.8226071634254
149,1997-11-15 10:48:33+00:00,213.334313448846,,,269.655259228153,236.329414051999,,,,134.740045291936,71.1012146705996
150,1998-03-07 10:50:59+00:00,205.61569134783,296.103975531185,,,222.221874016079,,,,,
151,1998-03-23 10:51:13+00:00,,,,,,,,,,
152,1998-04-08 10:51:25+00:00,205.246335340582,303.891560468635,,263.685896514814,228.2717687284,,,,126.186964052842,65.9713419830158
153,1998-06-11 10:52:22+00:00,,,,,,,,,139.940845671158,72.1635560818018
154,1998-06-27 10:52:32+00:00,218.003182174001,,,271.285636765968,,,,,145.431631121007,77.2017087587603
155,1998-07-13 10:52:45+00:00,227.933101006427,,,,243.617842515387,,,,137.2140920972,81.7352863355097
156,1998-07-29 10:52:51+00:00,,,,,,,,,,
157,1998-08-30 10:53:09+00:00,,,,,,,,,,
158,1998-09-15 10:53:17+00:00,,,,,,,,,,
159,1998-10-17 10:53:20+00:00,212.561050787813,,,,240.507445196238,,,,118.766971586987,51.4534590087161
160,1998-11-18 10:53:33+00:00,222.603996281526,301.950874364097,,273.284566627025,239.686571928874,,,,125.881345129806,46.9821101760586
161,1998-12-04 10:53:27+00:00,227.712279555541,,,272.68751350202,245.285847586365,,,,138.328928553908,76.6096828966057
162,1998-12-20 10:53:31+00:00,217.44704262303,274.530221703033,267.540248261602,235.321181754412,,,,,,70.7605429687947
163,1999-03-26 10:53:19+00:00,,295.584080165115,284.615927443729,,,,,,128.307344175735,63.5908061655887
164,1999-04-11 10:53:12+00:00,,,,,,,,,128.750408950761,
165,1999-05-13 10:53:03+00:00,217.301147687707,297.434103179678,,270.872770793762,232.863470082732,,,,134.920188354261,69.6322754514014
166,1999-06-14 10:52:29+00:00,,,,,,,,,,
167,1999-06-30 10:52:18+00:00,,,,,,,,,,81.2372214416922
168,1999-07-08 11:07:17+00:00,,,,,,,,,,
169,1999-07-16 10:52:13+00:00,,,,,,,,,137.557108198251,84.0911561841363
170,1999-08-01 10:52:13+00:00,224.223558044686,,,279.130888593288,242.768901090661,,,,144.717592018016,75.9151691779332
171,1999-08-09 11:07:25+00:00,,293.541137475877,,257.505860364458,225.489329250414,,,183.486562343472,116.751051669557,61.5874530881173
172,1999-08-17 10:52:05+00:00,,,,,,,,,,
173,1999-09-02 10:51:40+00:00,,,,,,,,,,
174,1999-09-10 11:07:24+00:00,,,,,242.10777569155,,,,,
175,1999-10-04 10:51:06+00:00,207.356304765211,,,270.436515548875,232.821339953593,,,,132.693803070912,59.4630824120688
176,1999-12-07 10:49:37+00:00,214.664716155184,,,274.749959843815,233.67878702648,,,,146.77856498334,68.3358167865094
177,1999-12-15 11:07:28+00:00,218.916121667119,,,286.436458958163,239.036260216182,,,,,
178,1999-12-31 11:07:18+00:00,217.976094626473,,,265.317181758659,233.369786088483,,,,128.5658568537,69.7765544653227
179,2000-01-08 10:49:33+00:00,219.401559774087,,,280.359614890928,236.808615281498,,,,137.699869480312,71.2867589869078
180,2000-01-16 11:07:19+00:00,,,,280.492389401094,229.086035338281,,,,,
181,2000-01-24 10:49:07+00:00,220.235634553458,,,278.000956416241,240.405273469802,,,,140.723802905636,77.0251373435122
182,2000-03-04 11:07:07+00:00,228.350030210098,,,280.350851864609,236.35007306924,,,,132.660407207349,82.8172483913582
183,2000-03-28 10:48:51+00:00,229.473337878431,,,281.187557503216,231.085671014265,,,,135.077496246574,79.7882538958523
184,2000-05-15 10:50:17+00:00,211.823705166783,300.235834551028,,266.756143404773,222.352877029945,260.437075284115,,,,
185,2000-05-23 11:06:29+00:00,,,,,,,,,139.439372654633,72.5055594547727
186,2000-06-08 11:06:21+00:00,223.269040061596,,,,224.612237867982,,,,,
187,2000-06-16 10:50:53+00:00,,,,,,,,,,
188,2000-06-24 11:06:16+00:00,226.819191502869,,,266.935617108509,236.782279546967,,,,,
189,2000-07-26 11:05:42+00:00,220.076940407472,303.889228847468,305.521597696851,259.069489324784,223.958114920317,,,,,
190,2000-08-11 11:05:36+00:00,,,,263.640909026269,227.579382459324,,,,,
191,2000-08-27 11:05:27+00:00,217.494645079045,,,267.787812004497,229.448600574448,,,,132.444727341176,75.9123280722205
192,2000-09-04 10:52:36+00:00,226.821129538665,,,281.174438031042,238.344499963368,,,,,95.9689821113782
193,2000-09-12 11:05:10+00:00,,,,,,,,,,
194,2000-10-22 10:53:11+00:00,218.071305344395,303.818262321216,,269.513438200134,228.554971818277,,,,134.434953142408,74.2732956117133
195,2000-11-15 11:04:51+00:00,232.736195654708,,,283.18062826569,240.558411003394,,,,145.727779751768,94.4384100897447
196,2000-12-01 11:04:52+00:00,,,,,,264.55515331453,,182.962747629173,123.958805949477,65.1596457884779
197,2000-12-17 11:04:56+00:00,,,,,,,,,127.260690921489,
198,2001-01-02 11:04:53+00:00,222.881013927926,,,271.489519856715,213.947268491467,,,178.29929827866,112.393436710954,64.6012988034446
199,2001-02-03 11:04:57+00:00,,,301.34836679154,,,,,179.627813688076,119.809691469793,
200,2001-02-11 10:54:32+00:00,221.441051630327,,,284.809849852061,238.244593006529,,,,138.028623003301,78.4453001552458
201,2001-02-27 10:54:39+00:00,224.787110146125,,,272.609143513452,223.762402389418,,,,138.870423256349,77.420064157053
202,2001-03-15 10:54:38+00:00,223.087317895664,,,281.178086038069,226.161372932886,,,,131.755154813179,81.9242277932802
203,2001-03-23 11:04:42+00:00,,,,,210.411475126402,258.925402556699,,173.816491702953,114.810449695625,64.7831433121
204,2001-04-08 11:04:34+00:00,234.803190954489,,,290.671166269657,228.421237686581,,,,140.341217731182,86.7882695942401
205,2001-05-18 10:54:41+00:00,225.535692388339,,,278.336279213728,220.549967306037,,,,125.944654424953,77.7911954195749
206,2001-05-26 11:04:19+00:00,240.041142081779,,,287.431405271586,228.496105909718,,,,141.286689885673,89.5403078280038
207,2001-06-03 10:54:52+00:00,,,,,,,,,,
208,2001-06-11 11:04:08+00:00,226.155705064071,,,288.247175900567,233.268904825517,,,,142.423137293662,85.987638160727
209,2001-06-27 11:03:50+00:00,,,,,,,,,,
210,2001-07-13 11:03:52+00:00,239.921026578288,,,,226.358344307375,,,,,
211,2001-07-29 11:03:42+00:00,,,,,,,,,,
212,2001-08-06 10:54:50+00:00,233.745939629999,,,286.951404112142,237.067083176483,,,,,87.0817856651764
213,2001-08-14 11:03:21+00:00,,,,,,,,,,
214,2001-08-22 10:54:46+00:00,226.310397143356,,,281.372298915251,238.166353421197,,,,145.581206638068,87.1603496276935
215,2001-09-07 10:54:41+00:00,,,,,,,,,,
216,2001-09-15 11:03:02+00:00,,,,279.246912665254,222.334971022505,,,,124.904100392491,77.4441587928141
217,2001-09-23 10:54:34+00:00,,,,287.516812541197,234.960258664944,,,,131.58185747247,88.4375518188262
218,2001-10-01 11:02:50+00:00,,,,,,256.799881357185,,,,
219,2001-11-10 10:54:08+00:00,218.85737171918,,,274.667826117427,228.61855693847,,,,133.035227484377,90.5368709924814
220,2001-12-28 10:53:46+00:00,208.178601361141,,,267.628194276479,222.504142935968,260.23782055103,,,119.091130039861,72.4306888101959
221,2002-02-14 10:53:04+00:00,230.034530952723,,,286.59672168273,233.205682721167,,,,141.224574449149,87.9529370276768
222,2002-02-22 11:03:23+00:00,228.618924831019,,,287.296752125482,229.636676246806,,,,130.018864941348,84.0940207545895
223,2002-03-02 10:52:46+00:00,,,,,,,,,,
